Item_Item_Description,Item__No__,Item__Base_Unit_of_Measure_,Item_Inventory,Qty__on_Sales_Order_,Item__Qty__on_Purch__Order_,QtyAvailable,Av,Clifton,Clifton 8006,UB,UB Clifton,UB Clifton 8006,Total Sec + Clif,Total UB,Total
Blushed Liquid blush - Coral Rose,1002537,EA,"7,916.00",-19,0,"7,897.00","7,897.",0.,0.,0.,0.,0.,"7,897.",0.,"7,897."
Blushed Liquid blush -Dahlia,1002532,EA,"7,860.00",-156,0,"7,704.00","7,704.",0.,0.,0.,0.,0.,"7,704.",0.,"7,704."
The Candy Shop Collection ,1002538,EA,157.00,0,0,157.00,157.,0.,0.,0.,0.,0.,157.,0.,157.
Candy Collection PR KIT,1002539,EA,166.00,0,0,166.00,166.,0.,0.,0.,0.,0.,166.,0.,166.
Glass Lip Gloss- Flower Girl,1002542,EA,"3,773.00",-12,0,"3,761.00","3,761.",0.,0.,0.,0.,0.,"3,761.",0.,"3,761."
PR Box  - Deep Dark Kingdom,1002544,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box- Dark Kingdom,1002545,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Tan Kingdom,1002546,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Medium Kingdom,1002547,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Light Kingdom,1002548,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Afrogalactic Glitter Eyeliner  - Meta Verse,1002555,EA,"14,163.00",-5,0,"14,158.00","14,158.",0.,0.,0.,0.,0.,"14,158.",0.,"14,158."
Afrogalactic Glitter Eyeliner - Unique,1002556,EA,"7,548.00",0,0,"7,548.00","7,548.",0.,0.,0.,0.,0.,"7,548.",0.,"7,548."
Afrogalactic Glitter Eyeliner - Venus,1002557,EA,"19,187.00",-1.00,0,"19,186.00","19,186.",0.,0.,0.,0.,0.,"19,186.",0.,"19,186."
Afrogalactic Glitter Eyeliner - Star Girl,1002558,EA,"17,157.00",0.00,0,"17,157.00","17,157.",0.,0.,"2,108.",0.,0.,"17,157.","2,108.","19,265."
Natural Radiance Foundation Sample Card- Light,1002562,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Natural Radiance Foundation Sample Card- Medium,1002563,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Natural Radiance Foundation Sample Card- Tan/Medium,1002564,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Natural Radiance Foundation Sample Card-Dark,1002565,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Natural Radiance Foundation Sample Card-Deep Dark,1002566,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
"Ready , Set , Sealed! Setting Spray ",1002586,EA,"6,768.00",-220,0,"6,548.00","6,548.",0.,0.,0.,0.,0.,"6,548.",0.,"6,548."
Bronzed Cream Bronzer - Bronzed Espresso,1002628,EA,"1,946.00",-174,0,"1,772.00","1,772.",0.,"10,368.",0.,0.,0.,"12,140.",0.,"12,140."
Bronzed Cream Bronzer - Bronzed Cocoa,1002629,EA,"6,169.00",-187.00,0,"5,982.00","5,982.",0.,0.,0.,0.,0.,"5,982.",0.,"5,982."
Bronzed Cream Bronzer - Bronzed Amber,1002630,EA,"8,624.00",-57.00,0,"8,567.00","8,567.",0.,0.,"4,315.",0.,0.,"8,567.","4,315.","12,882."
Bronzed Cream Bronzer - Bronzed Sunkissed,1002631,EA,"7,738.00",-8,0,"7,730.00","7,730.",0.,0.,0.,0.,0.,"7,730.",0.,"7,730."
Bronzed Cream Bronzer - Bronzed Caramel,1002632,EA,"11,422.00",-20,0,"11,402.00","11,402.",0.,0.,0.,0.,0.,"11,402.",0.,"11,402."
Bronzed Cream Bronzer - Bronzed Nutmeg,1002633,EA,"12,705.00",-11,0,"12,694.00","12,694.",0.,0.,0.,0.,0.,"12,694.",0.,"12,694."
Bronzed Cream Bronzer - Bronzed Honey,1002634,EA,"11,922.00",-6,0,"11,916.00","11,916.",0.,0.,0.,0.,0.,"11,916.",0.,"11,916."
Bronzed Cream Bronzer - Bronzed Butter Cream,1002635,EA,"5,642.00",-3.00,0.00,"5,639.00","5,639.",0.,0.,0.,0.,0.,"5,639.",0.,"5,639."
Magic Lip Oil - Water Melon,1002636,EA,"23,648.00",-46.00,0,"23,602.00","23,602.","46,080.",0.,0.,0.,0.,"69,682.",0.,"69,682."
Magic Lip Oil- Sweet Orange,1002637,EA,"13,691.00",-5,0,"13,686.00","13,686.",0.,"31,680.",0.,0.,0.,"45,366.",0.,"45,366."
Magic Lip Oil- Blue Berries,1002638,EA,"53,489.00",-11,0,"53,478.00","53,478.","46,080.",0.,0.,0.,0.,"99,558.",0.,"99,558."
Magic Lip Oil- Honey Dew,1002639,EA,"22,701.00",-4.00,0.00,"22,697.00","22,697.","23,040.",0.,0.,0.,0.,"45,737.",0.,"45,737."
Magic Lip Oil- Mango,1002640,EA,"9,805.00",-7.00,0.00,"9,798.00","9,798.",0.,"20,160.",0.,0.,0.,"29,958.",0.,"29,958."
Nubian Liquid Glow Luminzer - Star Struck,1100001,EA,"2,168.00",-12.00,0,"2,156.00","2,156.",0.,0.,0.,0.,0.,"2,156.",0.,"2,156."
Nubian Liquid Glow Luminzer - Egyptian Glow,1100002,EA,"2,648.00",-8,0,"2,640.00","2,640.",0.,0.,0.,0.,0.,"2,640.",0.,"2,640."
Nubian Liquid Glow Luminzer - Ivory Light,1100003,EA,"6,167.00",-8,0,"6,159.00","6,159.",0.,0.,0.,0.,0.,"6,159.",0.,"6,159."
Nubian Liquid Glow Luminzer - Nubian Gleam,1100004,EA,"5,319.00",-21,0,"5,298.00","5,298.",0.,0.,0.,0.,0.,"5,298.",0.,"5,298."
Nubian Liquid Glow Luminzer - Golden Hour ,1100005,EA,"6,434.00",-9.00,0,"6,425.00","6,425.",0.,0.,0.,0.,0.,"6,425.",0.,"6,425."
Culture 2 Eyeshadow Palette,1100006,EA,"18,938.00",-994.00,"11,000.00","28,944.00","17,944.",0.,"12,288.",0.,0.,0.,"30,232.",0.,"30,232."
Juvia's Volumizing Gloss Stick 1- Chocolate,1200053,EA,"11,106.00",-3,0,"11,103.00","11,103.",0.,0.,0.,0.,0.,"11,103.",0.,"11,103."
Juvia's Volumizing Gloss Stick 2- Cocoa,1200054,EA,"4,737.00",-2,0,"4,735.00","4,735.",0.,0.,0.,0.,0.,"4,735.",0.,"4,735."
Juvia's Volumizing Gloss Stick 3- Soft Life,1200055,EA,"6,900.00",-3,0,"6,897.00","6,897.",0.,0.,0.,0.,0.,"6,897.",0.,"6,897."
Juvia's Volumizing Gloss Stick 4- True Nude,1200056,EA,"5,364.00",-5,0,"5,359.00","5,359.",0.,0.,0.,0.,0.,"5,359.",0.,"5,359."
Juvia's Volumizing Gloss Stick 5- Rose ,1200057,EA,"10,335.00",-7,0,"10,328.00","10,328.",0.,0.,0.,0.,0.,"10,328.",0.,"10,328."
Juvia's Volumizing Gloss Stick 6- Soft Mauve,1200058,EA,"3,600.00",-15,0.00,"3,585.00","3,585.",0.,0.,0.,0.,0.,"3,585.",0.,"3,585."
Juvia's Volumizing Gloss Stick 7- So Peach,1200059,EA,"10,475.00",-7,0.00,"10,468.00","10,468.",0.,0.,0.,0.,0.,"10,468.",0.,"10,468."
Juvia's Volumizing Gloss Stick 8- Pink Velvet,1200060,EA,"6,506.00",-8.00,0.00,"6,498.00","6,498.",0.,0.,0.,0.,0.,"6,498.",0.,"6,498."
Juvia's Volumizing Gloss Stick 9- Stay Clear,1200061,EA,"8,684.00",-9,0,"8,675.00","8,675.",0.,0.,0.,0.,0.,"8,675.",0.,"8,675."
Juvia's Volumizing Gloss Stick 10- Rich Honey,1200062,EA,"3,685.00",-8.00,0,"3,677.00","3,677.",0.,0.,0.,0.,0.,"3,677.",0.,"3,677."
Juvia's Volumizing Gloss Stick 11- Sugar Cookie,1200063,EA,"5,348.00",-7.00,0,"5,341.00","5,341.",0.,0.,0.,0.,0.,"5,341.",0.,"5,341."
Juvia's Volumizing Gloss Stick 12- Black Berry ,1200065,EA,"8,828.00",-12.00,0.00,"8,816.00","8,816.",0.,0.,0.,0.,0.,"8,816.",0.,"8,816."
Blushed Liquid Blush Lighter - Soft Tulip,1200159,EA,"6,150.00",-5.00,0.00,"6,145.00","6,145.",0.,"4,320.",0.,0.,0.,"10,465.",0.,"10,465."
Blushed Liquid Blush Lighter - Perky Poppy,1200160,EA,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Liquid Blush Lighter - Barbie Rose,1200161,EA,"7,194.00",-9.00,0.00,"7,185.00","7,185.",0.,0.,0.,0.,0.,"7,185.",0.,"7,185."
Blushed Liquid Blush Lighter - Marigold,1200162,EA,"5,624.00",-16.00,0.00,"5,608.00","5,608.",0.,0.,0.,0.,0.,"5,608.",0.,"5,608."
Blushed Liquid Blush Lighter - Blush Lily,1200163,EA,"2,161.00",-465.00,0.00,"1,696.00","1,696.",0.,0.,"2,003.",0.,0.,"1,696.","2,003.","3,699."
Blushed Liquid Blush Lighter - Rosey Posey,1200164,EA,"16,668.00",-163.00,0.00,"16,505.00","16,505.",0.,0.,0.,0.,0.,"16,505.",0.,"16,505."
Blushed Liquid Blush Lighter - Pink lady,1200165,EA,"5,232.00",-153.00,0.00,"5,079.00","5,079.",0.,0.,0.,0.,0.,"5,079.",0.,"5,079."
Juvia’s J301 Powder Bronzing Brush,1200166,EA,"6,780.00",-34.00,0.00,"6,746.00","6,746.",0.,0.,0.,0.,0.,"6,746.",0.,"6,746."
Juvia’s J302 Cream Foundation Brush,1200167,EA,"4,466.00",-26,0.00,"4,440.00","4,440.",0.,"4,500.",0.,0.,0.,"8,940.",0.,"8,940."
Culture 2 Liquid Eyeshadow - Yanga,1200168,EA,"8,226.00",-8.00,"10,000.00","18,218.00","8,218.",0.,0.,0.,0.,0.,"8,218.",0.,"8,218."
Culture 2 Liquid Eyeshadow - Ajebo,1200169,EA,"14,538.00",-10,0.00,"14,528.00","14,528.",0.,0.,0.,0.,0.,"14,528.",0.,"14,528."
Culture 2 Liquid Eyeshadow - Festive,1200170,EA,"11,204.00",-156,0.00,"11,048.00","11,048.",0.,0.,0.,0.,0.,"11,048.",0.,"11,048."
Culture 2 Liquid Eyeshadow - Wazobia,1200171,EA,"14,942.00",-442,0.00,"14,500.00","14,500.",0.,0.,0.,0.,0.,"14,500.",0.,"14,500."
Culture 2 Liquid Eyeshadow - Cheri Coco,1200172,EA,"12,181.00",-13.00,0.00,"12,168.00","12,168.",0.,0.,0.,0.,0.,"12,168.",0.,"12,168."
Culture 2 Liquid Eyeshadow - High Life,1200173,EA,"13,607.00",-149,0.00,"13,458.00","13,458.",0.,0.,0.,0.,0.,"13,458.",0.,"13,458."
The Reds Satin Creamy Lipstick: Red-Y or Not,1200176,EA,"7,660.00",-16,0,"7,644.00","7,644.",0.,0.,0.,0.,0.,"7,644.",0.,"7,644."
The Reds Satin Creamy Lipstick: New Flame,1200177,EA,806.00,-8,0,798.00,798.,0.,0.,0.,0.,0.,798.,0.,798.
PR Box - Cream Bronzers,1200181,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR BOX - Afrogalactic,1200183,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Back to School _ Mystery Box,1200184,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Volumizing Gloss Sticks,1200190,EA,449,-1,0,448,448.,0.,0.,0.,0.,0.,448.,0.,448.
PR Box - Blushed Kit,1200192,EA,57.00,0,0,57.00,57.,0.,0.,0.,0.,0.,57.,0.,57.
PR Box - Culture 2 Liquid Eyeshadows,1200194,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush Kit,1200196,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 1,1200197,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 2,1200198,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 3,1200199,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 4,1200200,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 5,1200201,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 6,1200202,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 7,1200203,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Royal Brush 8,1200204,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Pink Smoothie Lip Gloss - Guava Berry,1200205,EA,"4,423.00",-20,0,"4,403.00","4,403.",0.,0.,0.,0.,0.,"4,403.",0.,"4,403."
Pink Smoothie Lip Gloss - Strawberry Bliss,1200206,EA,"10,109.00",-171,0.00,"9,938.00","9,938.",0.,0.,0.,0.,0.,"9,938.",0.,"9,938."
Pink Smoothie Lip Gloss - Pink Drink,1200207,EA,"5,307.00",-27,0,"5,280.00","5,280.",0.,0.,0.,0.,0.,"5,280.",0.,"5,280."
Pink Smoothie Lip Gloss - Tutti Frutti,1200208,EA,"7,580.00",-19,0,"7,561.00","7,561.",0.,0.,0.,0.,0.,"7,561.",0.,"7,561."
Pink Smoothie Lip Gloss - Pinky Melon,1200209,EA,"11,906.00",-20,0,"11,886.00","11,886.",0.,0.,0.,0.,0.,"11,886.",0.,"11,886."
Pink Smoothie Lip Gloss - Pink Velvet,1200210,EA,"7,957.00",-326,"10,080.00","17,711.00","7,631.",0.,0.,0.,0.,0.,"7,631.",0.,"7,631."
I am Magic Radiance Booster 1 - Malawi,1200211,EA,"9,244.00",-8,0,"9,236.00","9,236.",0.,0.,0.,0.,0.,"9,236.",0.,"9,236."
I am Magic Radiance Booster 2 - Cameroon,1200212,EA,"8,596.00",-13,0,"8,583.00","8,583.",0.,0.,0.,0.,0.,"8,583.",0.,"8,583."
I am Magic Radiance Booster 3 - Burkina,1200213,EA,"8,964.00",-9,0,"8,955.00","8,955.",0.,0.,0.,0.,0.,"8,955.",0.,"8,955."
I am Magic Radiance Booster 4 - Somalia,1200214,EA,"8,758.00",-5,0,"8,753.00","8,753.",0.,0.,0.,0.,0.,"8,753.",0.,"8,753."
I am Magic Radiance Booster 5 - Punta Cana,1200215,EA,"5,662.00",-8,0,"5,654.00","5,654.",0.,0.,0.,0.,0.,"5,654.",0.,"5,654."
I am Magic Radiance Booster 6 - Giza,1200216,EA,"8,700.00",-3,0,"8,697.00","8,697.",0.,0.,0.,0.,0.,"8,697.",0.,"8,697."
I am Magic Radiance Booster 6.5 - Cairo,1200217,EA,"9,079.00",-5,0,"9,074.00","9,074.",0.,0.,0.,0.,0.,"9,074.",0.,"9,074."
I am Magic Radiance Booster 7 - Capri,1200218,EA,"8,089.00",-1,0,"8,088.00","8,088.",0.,0.,0.,0.,0.,"8,088.",0.,"8,088."
I am Magic Radiance Booster 7.5 - Vienna,1200219,EA,"9,121.00",0,0,"9,121.00","9,121.",0.,0.,0.,0.,0.,"9,121.",0.,"9,121."
I am Magic Radiance Booster 8 - Alexandria,1200220,EA,"8,976.00",-2,0,"8,974.00","8,974.",0.,0.,0.,0.,0.,"8,974.",0.,"8,974."
I am Magic Radiance Booster 9 - Isla,1200221,EA,"9,465.00",-1,0,"9,464.00","9,464.",0.,0.,0.,0.,0.,"9,464.",0.,"9,464."
I am Magic Radiance Booster 9.5 - Bali,1200222,EA,"9,115.00",0,0,"9,115.00","9,115.",0.,0.,0.,0.,0.,"9,115.",0.,"9,115."
I am Magic Radiance Booster 0.5 - Mali,1200223,EA,"6,238.00",-7,0,"6,231.00","6,231.",0.,0.,0.,0.,0.,"6,231.",0.,"6,231."
Liquid Lip - Short Bread,1200224,EA,"5,226.00",-167.00,0,"5,059.00","5,059.",0.,0.,0.,0.,0.,"5,059.",0.,"5,059."
Liquid Lip - Butter Melts,1200225,EA,"4,125.00",-25.00,0,"4,100.00","4,100.",0.,0.,0.,0.,0.,"4,100.",0.,"4,100."
Liquid Lip - Spice,1200226,EA,"4,889.00",-18.00,0,"4,871.00","4,871.",0.,0.,0.,0.,0.,"4,871.",0.,"4,871."
Liquid Lip - Soil,1200227,EA,"7,099.00",-15.00,0,"7,084.00","7,084.",0.,0.,0.,0.,0.,"7,084.",0.,"7,084."
Liquid Lip - Caramel,1200228,EA,"4,275.00",-21,0,"4,254.00","4,254.",0.,0.,0.,0.,0.,"4,254.",0.,"4,254."
Liquid Lip - Gingerbread,1200229,EA,"3,065.00",-40.00,0,"3,025.00","3,025.",0.,0.,0.,0.,0.,"3,025.",0.,"3,025."
Liquid Lip - 90's,1200230,EA,"4,191.00",-47,0,"4,144.00","4,144.",0.,0.,0.,0.,0.,"4,144.",0.,"4,144."
Liquid Lip - Ebony,1200231,EA,"8,197.00",-299.00,0,"7,898.00","7,898.",0.,0.,0.,0.,0.,"7,898.",0.,"7,898."
Liquid Lip - Take a Seat,1200232,EA,"5,064.00",-39.00,0.00,"5,025.00","5,025.",0.,0.,0.,0.,0.,"5,025.",0.,"5,025."
Liquid Lip - Lulu,1200233,EA,"5,905.00",-227.00,0,"5,678.00","5,678.",0.,0.,"5,000.",0.,0.,"5,678.","5,000.","10,678."
Liquid Lip - Scarlet,1200234,EA,"5,813.00",-9.00,0,"5,804.00","5,804.",0.,0.,0.,0.,0.,"5,804.",0.,"5,804."
Liquid Lip - Red Velvet,1200235,EA,"1,698.00",-171.00,0,"1,527.00","1,527.",0.,0.,0.,0.,0.,"1,527.",0.,"1,527."
Magic Lip Oil - White Peach,1200236,EA,"14,589.00",-34.00,0,"14,555.00","14,555.",0.,0.,0.,0.,0.,"14,555.",0.,"14,555."
Magic Lip Oil - Lychee,1200237,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Magic Lip Oil - Black Cherry,1200238,EA,"10,384.00",-312,"10,000.00","20,072.00","10,072.",0.,0.,0.,0.,0.,"10,072.",0.,"10,072."
I Am Magic Silky Finishing Powder - Cotton Candy,1200239,EA,"16,068.00",-238.00,0,"15,830.00","15,830.",0.,"15,120.",0.,0.,0.,"30,950.",0.,"30,950."
I Am Magic Silky Finishing Powder - Whipped Cream,1200240,EA,"8,843.00",-152,0,"8,691.00","8,691.",0.,"7,920.",0.,0.,0.,"16,611.",0.,"16,611."
I Am Magic Silky Finishing Powder - Coconut Flakes,1200241,EA,"8,841.00",-158,0,"8,683.00","8,683.",0.,"15,840.",0.,0.,0.,"24,523.",0.,"24,523."
I Am Magic Silky Finishing Powder - Brown Sugar,1200242,EA,"9,246.00",-168,0,"9,078.00","9,078.",0.,0.,"4,980.",0.,0.,"9,078.","4,980.","14,058."
I Am Magic Silky Finishing Powder - Vanilla Bean,1200243,EA,"15,392.00",-16,0,"15,376.00","15,376.",0.,"5,040.",0.,0.,0.,"20,416.",0.,"20,416."
I Am Magic Silky Finishing Powder - Short Bread,1200244,EA,"15,868.00",-254.00,0,"15,614.00","15,614.",0.,0.,0.,0.,0.,"15,614.",0.,"15,614."
PR Box - Liquid Blush Lighters,1200247,EA,218.00,0,0,218.00,218.,0.,0.,0.,0.,0.,218.,0.,218.
I Am Magic Silky Finishing Powder - Warm Honey,1200248,EA,"18,579.00",-256,0,"18,323.00","18,323.",0.,0.,0.,0.,0.,"18,323.",0.,"18,323."
PR Box - Culture 2 ESP + Culture 2 Liquid Eyeshadows,1200250,EA,11,0,0,11,11.,0.,0.,0.,0.,0.,11.,0.,11.
Halloween Mystery Box 2023,1200251,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Culture 2 ESP + Culture 2 Liquid Eyeshadows (unboxed),1200252,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Mega Bundle Black Friday 2023,1200253,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
I am Magic Duo Density Makeup Sponge 1 - ( Pink & Yellow) - PB,1200330,EA,"5,439.00",-6,0,"5,433.00","5,433.","8,640.",0.,0.,0.,0.,"14,073.",0.,"14,073."
PR Box - Radiance Boosters - Unboxed,1200356,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Radiance Boosters,1200357,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Booster - Deep Dark Kingdom,1200358,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Booster - Dark Kingdom,1200359,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Booster - Tan Kingdom,1200360,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Booster - Medium Kingdom,1200361,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Booster - Light Kingdom,1200362,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Booster - Very Light Kingdom,1200363,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am Magic Silky Finishing Powder - Cookie Dough,1200364,EA,"16,598.00",-183.00,0,"16,415.00","16,415.",0.,"4,320.",0.,0.,0.,"20,735.",0.,"20,735."
B Big Lip Plumper - Sprinkle,1200366,EA,"16,107.00",-440.00,0,"15,667.00","15,667.",0.,0.,0.,0.,0.,"15,667.",0.,"15,667."
B Big Lip Plumper - Cocoa Spice,1200367,EA,"14,107.00",-150.00,0,"13,957.00","13,957.",0.,0.,0.,0.,0.,"13,957.",0.,"13,957."
B Big Lip Plumper - Coral Crush,1200368,EA,"16,659.00",-6,0,"16,653.00","16,653.",0.,0.,0.,0.,0.,"16,653.",0.,"16,653."
B Big Lip Plumper - Send Nudes,1200369,EA,"11,590.00",-2455,0,"9,135.00","9,135.",0.,0.,0.,0.,0.,"9,135.",0.,"9,135."
B Big Lip Plumper - Ring The Alarm,1200370,EA,"7,767.00",-2606,0,"5,161.00","5,161.",0.,0.,"4,974.",0.,0.,"5,161.","4,974.","10,135."
B Big Lip Plumper - Clear Sensation,1200371,EA,"10,968.00",-2455,0,"8,513.00","8,513.",0.,0.,"2,145.",0.,0.,"8,513.","2,145.","10,658."
Magic Pyramide Puff - Large,1200372,EA,"1,902.00",-41,0,"1,861.00","1,861.",0.,0.,0.,0.,0.,"1,861.",0.,"1,861."
Magic Pyramide Puff - Small,1200373,EA,"13,817.00",-308,0,"13,509.00","13,509.",0.,"12,096.",0.,0.,0.,"25,605.",0.,"25,605."
Magic PH Color Change Gloss - Mood,1200374,EA,"18,709.00",-198,0,"18,511.00","18,511.",0.,0.,0.,0.,0.,"18,511.",0.,"18,511."
Coffee Shop Double Shot - Cafe Noir,1200375,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Peptide Power Glass Lip Tint - Limitless,1200376,EA,"18,429.00",0,0,"18,429.00","18,429.",0.,0.,0.,0.,0.,"18,429.",0.,"18,429."
Peptide Power Glass Lip Tint - Blessed,1200377,EA,"18,784.00",0,0,"18,784.00","18,784.",0.,0.,0.,0.,0.,"18,784.",0.,"18,784."
Peptide Power Glass Lip Tint - Beautiful,1200378,EA,"18,675.00",0,0,"18,675.00","18,675.",0.,0.,0.,0.,0.,"18,675.",0.,"18,675."
Peptide Power Glass Lip Tint - Shine Through,1200379,EA,18396,0,0,18396,"18,396.",0.,0.,0.,0.,0.,"18,396.",0.,"18,396."
Nubian Liquid Glow Luminizer - Star Struck (2024),1200393,EA,"10,740.00",0,0,"10,740.00","10,740.",0.,0.,0.,0.,0.,"10,740.",0.,"10,740."
Nubian Liquid Glow Luminizer - Egyptian Glow (2024),1200395,EA,"10,600.00",0,0,"10,600.00","10,600.",0.,0.,0.,0.,0.,"10,600.",0.,"10,600."
Nubian Liquid Glow Luminizer - Ivory Light (2024),1200397,EA,"10,676.00",0,0,"10,676.00","10,676.",0.,0.,0.,0.,0.,"10,676.",0.,"10,676."
Nubian Liquid Glow Luminizer - Golden Hour (2024),1200399,EA,"4,396.00",0,0,"4,396.00","4,396.",0.,0.,0.,0.,0.,"4,396.",0.,"4,396."
Nubian Liquid Glow Luminizer - Nubian Gleam (2024),1200401,EA,"4,501.00",0.00,0,"4,501.00","4,501.",0.,0.,0.,0.,0.,"4,501.",0.,"4,501."
Peptide Power Glass Lip Tint - Bossy,1200402,EA,"18,784.00",0.00,0,"18,784.00","18,784.",0.,0.,0.,0.,0.,"18,784.",0.,"18,784."
Peptide Power Glass Lip Tint - Unstoppable,1200403,EA,"18,658.00",0.00,0.00,"18,658.00","18,658.",0.,0.,0.,0.,0.,"18,658.",0.,"18,658."
Nubian Liquid Glow Luminizer - Bronze Glow (2024),1200404,EA,"9,702.00",-5,0,"9,697.00","9,697.",0.,0.,0.,0.,0.,"9,697.",0.,"9,697."
Liquid Lip - PR Box,1200410,EA,6.00,0,0.00,6.00,6.,0.,0.,0.,0.,0.,6.,0.,6.
Pink Smoothie Gloss - PR Box,1200412,EA,55.00,0,0,55.00,55.,0.,0.,0.,0.,0.,55.,0.,55.
PR Box - I Am Magic Silky Finishing Powder,1200426,EA,91.00,0,0,91.00,91.,0.,0.,0.,0.,0.,91.,0.,91.
Egyptian Pen Eyeliner - Noir,1200427,EA,"28,739.00",-496,0,"28,243.00","28,243.",0.,0.,0.,0.,0.,"28,243.",0.,"28,243."
Egyptian Pencil Eyeliner - Kajal,1200428,EA,"24,775.00",-227,0,"24,548.00","24,548.",0.,0.,0.,0.,0.,"24,548.",0.,"24,548."
Bronzed Liquid Bronzer - Mahogany,1200434,EA,"3,888.00",-28,0,"3,860.00","3,860.",0.,"5,760.",0.,0.,0.,"9,620.",0.,"9,620."
Bronzed Liquid Bronzer - Rich Cocoa,1200435,EA,"3,196.00",-28,0.00,"3,168.00","3,168.",0.,"5,760.",0.,0.,0.,"8,928.",0.,"8,928."
Bronzed Liquid Bronzer - Warm Pecan,1200436,EA,"7,897.00",-164,0.00,"7,733.00","7,733.",0.,"5,760.",0.,0.,0.,"13,493.",0.,"13,493."
Bronzed Liquid Bronzer - Toasted Toffee,1200437,EA,"26,158.00",-2,0.00,"26,156.00","26,156.",0.,"7,200.",0.,0.,0.,"33,356.",0.,"33,356."
Bronzed Liquid Bronzer - Biscotti,1200438,EA,"6,520.00",-6,0,"6,514.00","6,514.",0.,"5,760.","14,112.",0.,0.,"12,274.","14,112.","26,386."
Bronzed Liquid Bronzer - Cinnamon,1200439,EA,"27,586.00",-4.00,0,"27,582.00","27,582.",0.,"11,520.",0.,0.,0.,"39,102.",0.,"39,102."
Bronzed Liquid Bronzer - Butterscotch,1200440,EA,"25,030.00",-2,0,"25,028.00","25,028.",0.,"10,080.",0.,0.,0.,"35,108.",0.,"35,108."
Bronzed Liquid Bronzer - Almond,1200441,EA,"4,295.00",-4,0.00,"4,291.00","4,291.",0.,"20,160.",0.,0.,0.,"24,451.",0.,"24,451."
Bronzed Liquid Bronzer - Espresso,1200442,EA,63.00,0,0.00,63.00,63.,0.,0.,0.,0.,0.,63.,0.,63.
Liquid Bronzer - Shade 10,1200443,EA,0.00,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
